idmovimentacaoitem,valor_desconto,valor,valor_cancelado,valor_juros,valor_multa,valor_taxa,valor_taxa_juros,valor_taxa_cancelado,valor_cupom,status,dthr_pagamento,idmovimentacao,idproduto,dscproduto,idequipamento,tipo_equipamento,idformapag,dscformapag,idtipoproduto,dsctipoproduto,idapresentacao,dscapresentacao,dthr_apresentacao,idprodutocategoria,dscproduto_categoria,idevento,dscevento,idpessoa,nome,cpf,rg,passaporte,documento,documento_unificado,newsletter,end_cidade,end_estado,end_pais,celular,email,sexo,dt_nascimento,idpessoa_tipo,dscpessoa_tipo,cliente
96d38511-58f4-4f7d-a6d2-bbe0a9478e7c,25.9,197.97,6.66,14.76,17.26,33.19,6.98,8.59,11.02,PA,2021-11-08 03:57:49,17abbb92-51df-43c6-b197-33e4d95dc4cf,6d6f47e4-a211-4b56-879b-52571dd95de7,Nostrum,e10b12b1-df9e-4874-a157-b457e0bdde08,100,801fb0f3-392f-4c95-aa96-71b2490a4c57,Diners Club / Carte Blanche,354b5d88-032b-4d72-83d0-40141e1b4449,Rem,a426387d-c62b-41f2-9f11-18dcfe21f923,A segurança de conseguir antes de tudo,2023-01-18 14:50:54,ba63af73-f7ed-4bc1-a113-5daad225d0f5,Iste,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,2cb2b307-b9c1-48e3-bd64-1dc918c7ed23,Sr. Marcelo Barros,26890157303,463858768,467633663,028343136,26890157303,0,Salvador,SC,Brasil,5531924529987,aragaosophia@cavalcanti.net,3,2000-04-16,b7b9f86e-4097-4ed8-b240-3e5ebde828d0,Mensageiro,sport
1ad206c1-0644-419d-9c9d-e605928b73cb,3.23,422.42,4.16,13.91,6.71,38.1,6.94,2.61,9.12,PA,2025-01-30 19:58:57,715f6e3b-d179-4d29-b497-192ae50929fb,0800dd0b-c833-478f-8fbe-156fff4b7f2b,Libero,8f4dde15-32dc-43fa-9fc7-824b2c2f5625,101,e8c3263f-5560-4401-9bb8-02e2e15e245c,American Express,354b5d88-032b-4d72-83d0-40141e1b4449,Rem,ccc812d4-df12-4991-9df5-71d680ed7241,O prazer de avançar de maneira eficaz,2021-06-10 01:36:09,0b5f2f37-13dc-4ff7-8701-5efd79a43cbf,Omnis,fb024af3-2969-4667-88a8-c2f52ec82938,Dolorem,d6d0b2ab-ad53-4a2b-9771-65b8013127c6,Sra. Emilly Jesus,56143980748,061628762,833618050,219264237,56143980748,0,Salvador,GO,Brasil,5511931277380,tcampos@yahoo.com.br,2,1957-05-23,c9490b45-af66-40eb-9b1d-ec127dbf1804,Profissional de relações públicas,juventude
54b48742-530e-4c9f-a947-7032429a6baa,133.37,564.5,8.28,18.28,19.25,21.12,8.95,2.37,12.96,PA,2021-01-06 21:01:36,a16d6ad5-04e7-4f83-8434-09a4aa988825,d45716ea-7818-4bc9-8593-c9190161af3f,Nulla,518fa150-c360-4ca5-b164-3c130ff3b4e9,125,6c4207c8-783d-471c-b7a1-d0599fc5490e,VISA 16 digit,369058d6-c4f2-49df-9e74-dabf8003c239,Qui,b31dcd86-4cbf-4fa4-b2b3-e5bed588884d,A liberdade de inovar com toda a tranquilidade,2024-02-01 01:43:15,c31f1dea-999c-4746-80e9-ea2ca78145c4,Illum,8ec82997-ff10-4c6e-b96e-60e146719b35,Nam,968c1303-0538-4e04-8f31-ba46c44cbd2e,Lucas Cardoso,64209157830,995018718,753365845,214641827,64209157830,1,Salvador,SP,Brasil,5561925482633,davi-luizramos@uol.com.br,0,1964-04-03,fe781ae5-2bf9-48b2-aa81-05145123051a,Dialoguista,juventude
f83fac74-e7e3-4d82-bd1d-dbf7cc61e393,14.75,675.14,5.22,7.15,6.75,21.64,10.25,7.5,18.44,PA,2020-01-15 03:37:31,7c60aca4-d290-4149-8954-5bbda87dbb27,9bc506e1-2ae9-4703-aab0-ca490495f93f,Quia,e4c86990-1985-4c02-91bb-e8e2d83ac524,109,acbed526-e6f2-4d80-8ca4-2a6787f5d44b,VISA 16 digit,354b5d88-032b-4d72-83d0-40141e1b4449,Rem,b31dcd86-4cbf-4fa4-b2b3-e5bed588884d,A liberdade de inovar com toda a tranquilidade,2021-02-19 07:50:33,ba63af73-f7ed-4bc1-a113-5daad225d0f5,Iste,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,152f943e-b66d-4606-91ea-49fbd5bfbd63,Augusto Novaes,76859241020,177769475,826891091,726351604,76859241020,0,Porto Alegre,GO,Brasil,5551947696006,almeidaalice@nogueira.com,2,1959-07-26,edfde20a-dc71-4a3a-94fd-1edc55c50e90,Instalador de linha telefônica,juventude
1df2e45e-2b93-4038-8bb5-93581c9729e3,39.92,187.98,5.74,3.58,23.66,29.55,7.58,7.28,16.65,PA,2023-06-18 20:34:04,eb8836c9-ca1b-46b6-aaa0-386df58caf4d,54e64a72-6a95-4a74-8e75-2278bc41f1b1,Consequatur,f5966dcf-5992-4287-be52-727ec283e037,100,d65ac9f6-4804-49b6-9c0c-515ede3075c3,VISA 16 digit,23e00fa1-d953-417f-9bfa-3289c13edff3,Dolores,ccc812d4-df12-4991-9df5-71d680ed7241,O prazer de avançar de maneira eficaz,2025-05-29 18:12:05,c31f1dea-999c-4746-80e9-ea2ca78145c4,Illum,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,bb658396-faed-4e02-a027-c013a0f66e6f,Diego da Cunha,56471893264,811536822,910392318,754086682,56471893264,1,Goiânia,CE,Brasil,5521910272024,almeidaenzo@hotmail.com,0,1994-10-11,7da66942-f833-4bcd-a8a4-b90dd76061d7,Síndico,sport
1837aeab-3389-40d8-bb62-b83fe2ff3597,5.03,333.86,4.11,14.18,26.19,26.39,7.57,9.14,14.57,PA,2022-03-23 13:02:46,229c13ab-7cbc-4ad2-bb26-f880576a283e,42b35396-c71a-40e2-a61a-cbabcc8e7295,Iste,2ed7327d-8e11-4950-ba3e-16488d58f0c9,108,9a62b224-7a8c-4c14-b2b3-7b5b01f69738,VISA 16 digit,7f75d22f-c326-4754-836a-5e24ba470006,Dolorum,a55df002-bd2d-480a-8087-03a0f30a1d5d,A liberdade de ganhar com toda a tranquilidade,2023-06-10 20:39:35,9151abe8-75c0-4556-bdb1-2656f4461d3f,Esse,0e956e2a-cdaa-42b1-afcf-e820e14de258,Autem,c37fd433-9dc2-41e5-9dcd-53581d703abc,Ana Lívia Santos,95140823705,326752045,486399239,550527027,95140823705,0,Fortaleza,MG,Brasil,5551999954500,noah53@costela.br,3,1954-09-01,27674dd9-6cf6-47a4-8e46-b824ca7c61da,Patologista oral,juventude
ad14ee29-78ff-4734-a26f-740d14c15cc5,41.12,182.46,3.28,6.81,7.46,27.89,1.98,7.62,3.48,PA,2022-06-20 14:05:46,2c01b5ca-4a39-413c-88ff-cb943642ff4c,c62a491a-ca41-449a-abcf-06721be2252f,Sunt,d375a25c-108a-4d5f-8b27-6ed9e34c018e,108,9a62b224-7a8c-4c14-b2b3-7b5b01f69738,VISA 16 digit,3e87e7be-b198-4fe4-bdb4-f20f2b9d9e3f,Dicta,a31a6865-0fb2-439a-8e5a-6982053fe79f,O conforto de mudar mais facilmente,2020-09-25 01:03:55,9151abe8-75c0-4556-bdb1-2656f4461d3f,Esse,fb024af3-2969-4667-88a8-c2f52ec82938,Dolorem,bc0967e1-9926-4289-8208-03915230fdf4,Antônio Ramos,16950824351,077194008,174006801,489438187,16950824351,0,São Paulo,RJ,Brasil,5584905394849,guilhermepereira@uol.com.br,1,1962-03-18,27674dd9-6cf6-47a4-8e46-b824ca7c61da,Patologista oral,internacional
861e9efc-ec7c-4661-865c-a8281ab0bbee,6.07,587.63,3.88,17.58,20.73,19.18,2.64,9.4,5.5,PA,2022-07-28 15:48:08,e51eaccb-b9f7-4664-927c-5a1da2b4390f,28aa110e-18d0-4340-8451-e2b062f81740,Hic,0afec955-52d8-4513-b787-09a96ad81087,100,d65ac9f6-4804-49b6-9c0c-515ede3075c3,VISA 16 digit,d5c8fe8f-f598-4d31-902d-9210a376b527,Eos,2a0d6212-93f2-43a2-aa39-153a66f6885b,O conforto de atingir seus objetivos sem preocupação,2023-10-21 19:35:35,2c957832-47da-4754-b296-2c94f18511ea,Animi,0e956e2a-cdaa-42b1-afcf-e820e14de258,Autem,3cd5059f-fd52-472f-b5b1-903f89ed8480,Sr. Yago Santos,38157269059,725702996,209396814,441117923,38157269059,0,São Paulo,RS,Brasil,5584917362412,pedro-lucassales@yahoo.com.br,0,1997-08-28,c9490b45-af66-40eb-9b1d-ec127dbf1804,Profissional de relações públicas,internacional
49fd670b-959a-4df6-9400-dcf64fcd32df,121.37,609.59,5.85,6.51,18.47,10.28,7.34,0.26,11.61,PA,2020-05-08 08:26:49,0d7a7a42-a5c2-496b-ae3e-a63437175ded,5729e014-28c9-4247-8f0c-311875a52bd9,A,7cd60f3f-345a-4085-9d9e-85562167fbb5,107,fb1804d1-40db-45cc-871e-acb2627c50cd,Diners Club / Carte Blanche,369058d6-c4f2-49df-9e74-dabf8003c239,Qui,b6b2c39b-d858-4c2b-970a-7f228e0f5694,O conforto de evoluir de maneira eficaz,2023-04-08 02:18:47,e4c95de8-9437-4244-b863-e53cb2e36ffa,Dolorem,3b1470df-006d-4b79-ad3b-7c4f0e5e9e64,Pariatur,44cc0a74-00e0-4f3a-9939-c10c07529bc3,Sr. Erick Barbosa,71329045661,447867711,584476108,876372922,71329045661,1,Belo Horizonte,CE,Brasil,5571968962230,nlima@uol.com.br,2,1958-05-30,6e05ff24-1145-4373-9373-e6aec0ab87ca,Historiador,juventude
9936eb4d-941b-4152-9c27-6a508fe63084,228.87,804.05,0.25,10.24,26.26,37.75,9.34,8.03,11.99,PA,2023-08-25 11:18:08,eac3658f-203b-48ee-8d15-6312b5b0fe18,985589b0-2d1b-4927-9b2a-102214f0bd1c,Magnam,5c891072-c5f1-4896-b83c-c63265072e79,109,fb1804d1-40db-45cc-871e-acb2627c50cd,Diners Club / Carte Blanche,7f33b12f-023d-412f-bdc0-9ef9134a1d90,Animi,ff310314-81e0-4a39-8a75-1be05c02cd31,O poder de conseguir de maneira eficaz,2021-07-26 05:31:07,8243b388-ccc8-47df-8dfa-b3108a60edec,Inventore,0e956e2a-cdaa-42b1-afcf-e820e14de258,Autem,24a503b0-be1e-4565-b279-d0dd257d29db,Marina da Mata,09761542343,434153849,810206954,365450964,09761542343,1,Florianópolis,SP,Brasil,5541954870819,eduarda05@hotmail.com,2,1972-01-01,7da66942-f833-4bcd-a8a4-b90dd76061d7,Síndico,sport
2110849f-b2ed-4947-8e4b-f48218bcf0dc,19.43,645.27,8.03,11.99,21.56,26.86,1.58,2.52,5.05,PA,2022-05-16 17:46:29,3c600efd-3190-41d1-b48d-c68285949438,8dc694d0-02df-485f-8351-f854914796f2,Aut,aa5066b7-20e1-4ea1-a56e-88eb85a2fbd0,125,d65ac9f6-4804-49b6-9c0c-515ede3075c3,VISA 16 digit,23e00fa1-d953-417f-9bfa-3289c13edff3,Dolores,a31a6865-0fb2-439a-8e5a-6982053fe79f,O conforto de mudar mais facilmente,2025-01-21 15:02:24,9151abe8-75c0-4556-bdb1-2656f4461d3f,Esse,21ea8866-9e35-458c-856c-92e3f0dd5850,Non,d018e750-edf7-4ebc-8055-b009a8e5c463,Ana Carolina da Rocha,17689435084,004886553,036805441,468508721,17689435084,0,Belo Horizonte,MG,Brasil,5531959757095,laura62@yahoo.com.br,1,1977-07-14,fe781ae5-2bf9-48b2-aa81-05145123051a,Dialoguista,juventude
90f1fdf2-f445-4616-aac4-f6d078ebb3f8,58.06,706.48,2.54,18.46,5.07,0.19,14.02,8.03,12.59,PA,2020-04-04 07:39:53,2e6680ff-50fa-4f03-89c2-42f82a451ed3,fcbdee6c-5174-49b7-82cb-2ec149fb1f5d,Molestias,c96ef30e-a8a3-450d-861d-22e3c9f224d2,109,de53ceac-4d4f-410f-83e4-df437f65f2ec,Mastercard,8e2fbc05-7f42-4d3b-9189-81f2480d86ce,Maxime,025050f9-1ce1-42c7-ad96-d5e2559b8c85,O poder de evoluir direto da fonte,2020-05-27 08:58:36,0d5cc612-87cc-411c-9b95-b5aa198ddee2,Ducimus,0e956e2a-cdaa-42b1-afcf-e820e14de258,Autem,48e7390b-b6ac-42da-b2f5-396280ad6d88,Sr. Danilo Cardoso,08524693142,642261462,976957356,387245198,08524693142,1,Curitiba,RJ,Brasil,5541928085097,ramosana-sophia@hotmail.com,4,1980-03-11,27674dd9-6cf6-47a4-8e46-b824ca7c61da,Patologista oral,juventude
2c1297af-89eb-44ea-b668-5d6270d38da8,138.79,470.91,5.35,3.32,27.6,2.09,13.78,5.87,6.93,PA,2023-06-25 01:26:36,b3e5234a-6fe7-4e57-9651-518ed32ae435,54e64a72-6a95-4a74-8e75-2278bc41f1b1,Consequatur,841fa2e4-9d5e-47df-99ca-f738e06f25c7,101,e8d402bf-d972-4e35-83d1-94afb88d29b0,VISA 16 digit,23e00fa1-d953-417f-9bfa-3289c13edff3,Dolores,025050f9-1ce1-42c7-ad96-d5e2559b8c85,O poder de evoluir direto da fonte,2024-08-29 03:00:30,0b5f2f37-13dc-4ff7-8701-5efd79a43cbf,Omnis,e6f9def9-2326-4fd9-af57-e892629830dc,Vitae,f9c32316-eaed-4193-9035-4411a5a92c10,Melissa Ramos,94820675338,110488840,919750978,274855950,94820675338,1,Recife,MG,Brasil,5511999685202,emilly09@da.br,3,1965-08-27,7da66942-f833-4bcd-a8a4-b90dd76061d7,Síndico,juventude
6b6c5a16-65cd-4648-9fbb-49c75a9fe135,24.32,118.07,2.14,4.02,26.41,29.35,1.64,8.28,6.71,PA,2023-12-28 08:51:47,dcab5111-a0a8-4ad5-96e7-c16ac807d94f,0800dd0b-c833-478f-8fbe-156fff4b7f2b,Libero,b125e8fd-bb60-45bc-aa1d-6cabb70359f5,125,801fb0f3-392f-4c95-aa96-71b2490a4c57,Diners Club / Carte Blanche,354b5d88-032b-4d72-83d0-40141e1b4449,Rem,23910187-92ba-4430-9bfd-fed97fc6a5e9,A possibilidade de mudar antes de tudo,2021-12-07 10:07:22,2c957832-47da-4754-b296-2c94f18511ea,Animi,e6f9def9-2326-4fd9-af57-e892629830dc,Vitae,1133634d-e239-4189-a5cb-dcd666e91708,Mirella Rezende,51267043890,200233018,664849717,883699874,51267043890,1,Goiânia,CE,Brasil,5561913332601,moraeslais@gomes.org,2,1994-11-25,edfde20a-dc71-4a3a-94fd-1edc55c50e90,Instalador de linha telefônica,sport
bbcd22d1-f742-40f5-bb13-9b68761bbaf1,65.5,799.31,1.5,5.89,17.17,3.72,6.66,9.95,11.02,PA,2023-05-05 09:24:58,8369bf80-bd32-491a-b377-6cee2ad2f2ca,937a037e-9d50-4a9c-b849-c5d91f68279a,Maiores,f4abd305-35ed-452f-a215-10a12e7d952d,101,6c4207c8-783d-471c-b7a1-d0599fc5490e,VISA 16 digit,23e00fa1-d953-417f-9bfa-3289c13edff3,Dolores,a55df002-bd2d-480a-8087-03a0f30a1d5d,A liberdade de ganhar com toda a tranquilidade,2022-01-04 01:52:38,c31f1dea-999c-4746-80e9-ea2ca78145c4,Illum,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,3326097e-5e4a-4c25-8e80-66d29d5820a4,João Cardoso,12307658408,175832986,417735185,791128652,12307658408,1,Recife,GO,Brasil,5521939110808,danielada-mata@ig.com.br,2,1962-07-23,fe781ae5-2bf9-48b2-aa81-05145123051a,Dialoguista,sport
f3d59188-03f4-4620-9b37-bb3ce1b1aeea,6.32,389.69,6.53,6.85,17.16,38.17,14.27,3.31,19.82,PA,2020-10-15 22:17:18,d672cbd4-5c65-418e-88b4-93cfed9e29a7,ed1170de-7172-4459-a876-39e160575f28,Natus,be822389-4e56-4478-9ea9-f9b3678bd8e1,101,801fb0f3-392f-4c95-aa96-71b2490a4c57,Diners Club / Carte Blanche,ff74decd-de8f-47b8-8269-8b955c908313,Incidunt,21d779d9-e158-463d-9497-5b944925b566,A simplicidade de mudar mais facilmente,2021-12-01 10:47:53,0d5cc612-87cc-411c-9b95-b5aa198ddee2,Ducimus,21ea8866-9e35-458c-856c-92e3f0dd5850,Non,0f61d874-5d6e-43b0-b872-eae80a0a4a5e,Dra. Mariana Souza,37428915023,917440476,590141681,247676100,37428915023,0,Goiânia,RJ,Brasil,5531937184748,novaesvalentina@yahoo.com.br,2,1982-01-02,edfde20a-dc71-4a3a-94fd-1edc55c50e90,Instalador de linha telefônica,internacional
